"datasetid","doi"
3317,"10.1038/sdata.2017.65"
3318,"10.1080/00040851.1981.12004259"
3318,"10.1038/sdata.2017.65"
3319,"10.1080/00040851.1981.12004259"
3319,"10.1038/sdata.2017.65"
3320,"10.1080/00040851.1981.12004259"
3320,"10.1038/sdata.2017.65"
3321,"10.1080/00040851.1981.12004259"
3321,"10.1038/sdata.2017.65"
3322,"10.1080/00040851.1981.12004259"
3323,"10.1080/00040851.1981.12004259"
3324,"10.1080/00040851.1981.12004259"
3325,"10.1080/00040851.1981.12004259"
3326,"10.1080/00040851.1981.12004259"
3327,"10.1080/00040851.1981.12004259"
3328,"10.1080/00040851.1981.12004259"
3329,"10.1080/00040851.1981.12004259"
3330,"10.1080/00040851.1981.12004259"
3331,"10.1080/00040851.1981.12004259"
3332,"10.1080/00040851.1981.12004259"
3333,"10.1080/00040851.1981.12004259"
3334,"10.1080/00040851.1981.12004259"
3335,"10.1080/00040851.1981.12004259"
3336,"10.1080/00040851.1981.12004259"
3337,"10.1080/00040851.1981.12004259"
3338,"10.1080/00040851.1981.12004259"
3339,"10.1080/00040851.1981.12004259"
3340,"10.1080/00040851.1981.12004259"
3341,"10.1080/00040851.1981.12004259"
3342,"10.1080/00040851.1981.12004259"
3343,"10.1080/00040851.1981.12004259"
3344,"10.1080/00040851.1981.12004259"
3345,"10.1080/00040851.1981.12004259"
3346,"10.1080/00040851.1981.12004259"
3347,"10.1080/00040851.1981.12004259"
3348,"10.1080/00040851.1981.12004259"
3349,"10.1080/00040851.1981.12004259"
3350,"10.1080/00040851.1981.12004259"
3351,"10.1080/00040851.1981.12004259"
3352,"10.1080/00040851.1981.12004259"
3353,"10.1080/00040851.1981.12004259"
3354,"10.1080/00040851.1981.12004259"
3355,"10.1080/00040851.1981.12004259"
3356,"10.1080/00040851.1981.12004259"
3357,"10.1080/00040851.1981.12004259"
3358,"10.1080/00040851.1981.12004259"
3359,"10.1080/00040851.1981.12004259"
3360,"10.1080/00040851.1981.12004259"
3361,"10.1080/00040851.1981.12004259"
3362,"10.1080/00040851.1981.12004259"
3363,"10.1080/00040851.1981.12004259"
3364,"10.1080/00040851.1981.12004259"
3365,"10.1080/00040851.1981.12004259"
3366,"10.1080/00040851.1981.12004259"
3367,"10.1080/00040851.1981.12004259"
3368,"10.1080/00040851.1981.12004259"
3369,"10.1080/00040851.1981.12004259"
3370,"10.1080/00040851.1981.12004259"
3371,"10.1080/00040851.1981.12004259"
3372,"10.1080/00040851.1981.12004259"
3373,"10.1080/00040851.1981.12004259"
3374,"10.1080/00040851.1981.12004259"
3375,"10.1080/00040851.1981.12004259"
3376,"10.1080/00040851.1981.12004259"
3377,"10.1080/00040851.1981.12004259"
3378,"10.1080/00040851.1981.12004259"
3379,"10.1080/00040851.1981.12004259"
3380,"10.1080/00040851.1981.12004259"
3381,"10.1080/00040851.1981.12004259"
3382,"10.1080/00040851.1981.12004259"
3383,"10.1080/00040851.1981.12004259"
3384,"10.1080/00040851.1981.12004259"
3385,"10.1080/00040851.1981.12004259"
3386,"10.1080/00040851.1981.12004259"
3387,"10.1080/00040851.1981.12004259"
3388,"10.1080/00040851.1981.12004259"
3389,"10.1080/00040851.1981.12004259"
3390,"10.1080/00040851.1981.12004259"
3391,"10.1080/00040851.1981.12004259"
3392,"10.1080/00040851.1981.12004259"
3393,"10.1080/00040851.1981.12004259"
3394,"10.1080/00040851.1981.12004259"
3395,"10.1080/00040851.1981.12004259"
3396,"10.1080/00040851.1981.12004259"
3397,"10.1080/00040851.1981.12004259"
3398,"10.1080/00040851.1981.12004259"
3399,"10.1080/00040851.1981.12004259"
3400,"10.1080/00040851.1981.12004259"
3401,"10.1080/00040851.1981.12004259"
3402,"10.1080/00040851.1981.12004259"
3403,"10.1080/00040851.1981.12004259"
3404,"10.1080/00040851.1981.12004259"
3405,"10.1080/00040851.1981.12004259"
3406,"10.1080/00040851.1981.12004259"
3407,"10.1080/00040851.1981.12004259"
3408,"10.1080/00040851.1981.12004259"
3409,"10.1080/00040851.1981.12004259"
3410,"10.1080/00040851.1981.12004259"
3411,"10.1080/00040851.1981.12004259"
3412,"10.1080/00040851.1981.12004259"
3413,"10.1080/00040851.1981.12004259"
3414,"10.1080/00040851.1981.12004259"
3415,"10.1080/00040851.1981.12004259"
3416,"10.1080/00040851.1981.12004259"
3417,"10.1080/00040851.1981.12004259"
3418,"10.1080/00040851.1981.12004259"
3419,"10.1080/00040851.1981.12004259"
3420,"10.1080/00040851.1981.12004259"
3421,"10.1080/00040851.1981.12004259"
3422,"10.1080/00040851.1981.12004259"
3423,"10.1080/00040851.1981.12004259"
3424,"10.1080/00040851.1981.12004259"
3425,"10.1080/00040851.1981.12004259"
3426,"10.1080/00040851.1981.12004259"
3427,"10.1080/00040851.1981.12004259"
3428,"10.1080/00040851.1981.12004259"
3429,"10.1080/00040851.1981.12004259"
3430,"10.1080/00040851.1981.12004259"
3431,"10.1080/00040851.1981.12004259"
3432,"10.1080/00040851.1981.12004259"
3433,"10.1080/00040851.1981.12004259"
3434,"10.1080/00040851.1981.12004259"
3435,"10.1080/00040851.1981.12004259"
3436,"10.1080/00040851.1981.12004259"
3437,"10.1080/00040851.1981.12004259"
3438,"10.1080/00040851.1981.12004259"
3439,"10.1080/00040851.1981.12004259"
3440,"10.1080/00040851.1981.12004259"
3441,"10.1080/00040851.1981.12004259"
3442,"10.1080/00040851.1981.12004259"
3443,"10.1080/00040851.1981.12004259"
3444,"10.1080/00040851.1981.12004259"
3445,"10.1080/00040851.1981.12004259"
3446,"10.1080/00040851.1981.12004259"
3447,"10.1080/00040851.1981.12004259"
3448,"10.1080/00040851.1981.12004259"
3449,"10.1080/00040851.1981.12004259"
3450,"10.1080/00040851.1981.12004259"
3451,"10.1080/00040851.1981.12004259"
3452,"10.1017/S0033822200004926"
3455,"10.1130/0016-7606(1963)74[1371:TPDFSM]2.0.CO;2"
3461,"10.1139/e91-055"
3462,"10.1139/e91-055"
3467,"10.1017/S0033822200006494"
3468,"10.1017/S0033822200006494"
3473,"10.2307/2424199"
3473,"10.1017/S0033822200036377"
3482,"10.2307/1935709"
3482,"10.1016/0033-5894(73)900"
3482,"10.1016/0033-5894(75)90027-7"
3482,"10.1016/0033-5894(88)90034-8"
3482,"10.1007/BF00114719"
3483,"10.2307/1935709"
3483,"10.1016/0033-5894(73)900"
3483,"10.1016/0033-5894(75)90027-7"
3483,"10.1016/0033-5894(88)90034-8"
3483,"10.1007/BF00114719"
3484,"10.2307/1934159"
3485,"10.1007/BF00226322"
3486,"10.1007/BF00226322"
3492,"10.1177/095968369200200105"
3493,"10.1017/S0033822200005348"
3493,"10.1017/S003382220002021X"
3493,"10.1017/S0033822200006494"
3540,"10.1017/S0033822200004926"
3541,"10.1017/S0033822200004926"
3542,"10.1130/0016-7606(1968)79[855:PSAMAO]2.0.CO;2"
3542,"10.1130/0016-7606(1972)83[157:DSIACF]2.0.CO;2"
3558,"10.1017/S0033822200004926"
3582,"10.2307/2937324"
3608,"10.1007/BF01092417"
3609,"10.1007/BF01092417"
3730,"10.1016/0034-6667(68)90035-3"
3731,"10.1016/0034-6667(68)90035-3"
3732,"10.1016/0034-6667(68)90035-3"
3733,"10.1016/0034-6667(68)90035-3"
3734,"10.1016/0034-6667(68)90035-3"
3735,"10.1016/0034-6667(68)90035-3"
3736,"10.1016/0034-6667(68)90035-3"
3737,"10.1016/0034-6667(68)90035-3"
3738,"10.1016/0034-6667(68)90035-3"
3739,"10.1016/0034-6667(68)90035-3"
3740,"10.1016/0034-6667(68)90035-3"
3741,"10.1016/0034-6667(68)90035-3"
3742,"10.1016/0034-6667(68)90035-3"
3743,"10.1016/0034-6667(68)90035-3"
3744,"10.1016/0034-6667(68)90035-3"
3745,"10.1016/0034-6667(68)90035-3"
3746,"10.1016/0034-6667(68)90035-3"
3747,"10.1016/0034-6667(68)90035-3"
3748,"10.1016/0034-6667(68)90035-3"
3749,"10.1016/0034-6667(68)90035-3"
3750,"10.1016/0034-6667(68)90035-3"
3751,"10.1016/0034-6667(68)90035-3"
3752,"10.1016/0034-6667(68)90035-3"
3753,"10.1016/0034-6667(68)90035-3"
3754,"10.1016/0034-6667(68)90035-3"
3755,"10.1016/0034-6667(68)90035-3"
3756,"10.1016/0034-6667(68)90035-3"
3757,"10.1016/0034-6667(68)90035-3"
3758,"10.1016/0034-6667(68)90035-3"
3759,"10.1016/0034-6667(68)90035-3"
3760,"10.1016/0034-6667(68)90035-3"
3761,"10.1016/0034-6667(68)90035-3"
3762,"10.1016/0034-6667(68)90035-3"
3763,"10.1016/0034-6667(68)90035-3"
3764,"10.1016/0034-6667(68)90035-3"
3765,"10.1016/0034-6667(68)90035-3"
3766,"10.1016/0034-6667(68)90035-3"
3767,"10.1016/0034-6667(68)90035-3"
3768,"10.1016/0034-6667(68)90035-3"
3769,"10.1016/0034-6667(68)90035-3"
3770,"10.1016/0034-6667(68)90035-3"
3775,"10.1139/e75-024"
3775,"10.1016/0277-3791(95)00063-1"
3775,"10.2307/2937135"
3775,"10.1006/qres.1993.1042"
3775,"10.1038/361623a0"
3789,"10.2475/ajs.256.8.540"
3790,"10.2475/ajs.256.8.540"
3790,"10.1017/S0033822200005348"
3790,"10.1017/S0033822200006494"
3790,"10.1017/S0033822200004926"
3833,"10.1130/0016-7606(1969)80[631:APDFML]2.0.CO;2"
3840,"10.1016/0033-5894(80)90028-9"
3841,"10.1016/0034-6667(67)90175-3"
3842,"10.1016/S0034-6667(00)00042-7"
3843,"10.1016/S0034-6667(00)00042-7"
3844,"10.1016/S0034-6667(00)00042-7"
3856,"10.1016/S0034-6667(00)00042-7"
3858,"10.1017/S0033822200006494"
3861,"10.1046/j.1365-2699.1998.00236.x"
3864,"10.2307/2258536"
3864,"10.1111/j.1469-8137.1978.tb01579.x"
3865,"10.1111/j.1469-8137.1978.tb01579.x"
3879,"10.1098/rstb.1975.0007"
3889,"10.1007/BF00202022"
3894,"http://adlfi.revues.org/13544"
3896,"10.1177/095968369700700409"
3897,"10.1098/rstb.1972.0012"
3897,"10.1002/qj.49709038603"
3934,"https://doi.org/10.1111/j.1502-3885.1982.tb00531.x"
3940,"10.1111/j.1469-8137.1991.tb00575.x"
3947,"10.1098/rstb.1977.0109"
3947,"10.1098/rstb.1972.0012"
3948,"10.1098/rstb.1977.0109"
3948,"10.1098/rstb.1972.0012"
3955,"10.1111/j.1469-8137.1993.tb03876.x"
3969,"10.1111/j.1502-3885.1975.tb00687.x"
3970,"10.1111/j.1502-3885.1975.tb00687.x"
3987,"10.1017/S0269727000013452"
3988,"10.1016/B978-0-08-020498-7.50013-3"
3991,"10.1098/rstb.1975.0007"
3993,"10.1098/rstb.1975.0007"
3997,"10.1098/rstb.1975.0007"
4000,"10.1016/B978-0-08-020498-7.50013-3"
4000,"10.1098/rstb.1972.0012"
4010,"10.1046/j.1365-2699.1998.00236.x"
4012,"10.2307/2261010"
4020,"10.1046/j.1365-2699.1998.00236.x"
4035,"10.1017/S0269727000013452"
4036,"10.1111/j.1469-8137.1993.tb03876.x"
4038,"10.1111/j.1469-8137.1977.tb04857.x"
4062,"https://doi.org/10.1111/j.1502-3885.1982.tb00531.x"
4068,"10.1098/rstb.1972.0012"
4069,"10.1017/S0269727000013452"
4081,"10.1046/j.1365-2699.1998.00236.x"
4084,"https://doi.org/10.1016/0033-5894(87)90030-5"
4086,"10.1098/rstb.1977.0001"
4087,"10.1098/rstb.1977.0001"
4088,"10.1098/rstb.1977.0001"
4095,"10.1111/j.1469-8137.1983.tb03512.x"
4095,"10.2307/2257913"
4097,"10.1046/j.1365-2699.1998.00236.x"
4097,"10.1111/j.1502-3885.2000.tb01205.x"
4102,"10.1046/j.1365-2699.1998.00236.x"
4135,"https://doi.org/10.1016/0033-5894(87)90030-5"
4150,"10.1111/j.1469-8137.1990.tb00522.x"
4152,"10.1007/BF00206087"
4163,"10.1177/095968369700700409"
4169,"10.1111/j.1502-3885.1997.tb00656x"
4190,"10.1098/rstb.1975.0007"
4219,"10.1111/j.1469-8137.1990.tb00464.x"
4219,"10.1016/0034-6667(94)90020-5"
4220,"10.1111/j.1469-8137.1969.tb06433.x"
4224,"10.1002/(SICI)1099-1417(199607/08)11:4<327::AID-JQS257>3.0.CO;2-G"
4250,"10.1111/j.1469-8137.1972.tb01285.x"
4251,"10.1111/j.1469-8137.1972.tb01285.x"
4267,"https://doi.org/10.1111/j.1502-3885.1991.tb00301.x"
4268,"https://doi.org/10.1111/j.1502-3885.1991.tb00301.x"
4275,"10.1144/gsjgs.142.3.0491"
4276,"10.1144/gsjgs.142.3.0491"
4277,"10.1016/0277-3791(95)00080-1"
4286,"10.1080/11035898209453722"
4287,"https://doi.org/10.1111/j.1502-3885.1989.tb00394.x"
4298,"https://doi.org/10.1111/j.1502-3885.1991.tb00301.x"
4309,"https://doi.org/10.1111/j.1502-3885.1991.tb00301.x"
4314,"10.1017/S0033822200060458"
4327,"https://doi.org/10.1111/j.1502-3885.1991.tb00301.x"
4351,"10.1016/0034-6667(91)90058-B"
4358,"10.1007/BF00202022"
4372,"10.1080/11035898209453722"
4385,"10.2307/2259217"
4392,"10.2307/622092"
4405,"10.2307/622092"
4408,"10.2307/2844618"
4416,"10.1016/S0016-7878(08)80013-2"
4421,"10.1098/rstb.1977.0109"
4421,"10.1098/rstb.1972.0012"
4422,"10.1007/BF00206087"
4432,"10.1017/S0016756800026510"
4438,"10.1016/B978-0-08-020498-7.50013-3"
4438,"10.1098/rstb.1977.0109"
4445,"10.1177/095968369200200303"
4449,"https://doi.org/10.1016/0033-5894(87)90030-5"
4459,"10.1098/rstb.1972.0012"
4474,"10.1111/j.1469-8137.1976.tb01533.x"
4475,"10.1111/j.1438-8677.1972.tb03139.x"
4477,"10.1098/rstb.1977.0109"
4477,"10.1098/rstb.1972.0012"
4478,"10.1098/rstb.1977.0109"
4478,"10.1098/rstb.1972.0012"
4484,"10.1111/j.1469-8137.1990.tb00522.x"
4484,"10.1111/j.1469-8137.1976.tb01533.x"
4527,"10.1016/j.quascirev.2015.03.014"
4537,"10.1046/j.1365-2699.1998.00236.x"
4538,"10.1111/j.1469-8137.1969.tb06433.x"
4557,"10.1007/s100219900007"
4557,"10.1046/j.1365-2699.2002.00758.x"
4558,"10.1007/s100219900007"
4566,"10.1017/S0033822200000710"
4567,"10.1017/S0033822200000710"
4684,"10.1016/0033-5894(92)90084-V"
5274,"10.1017/S0033822200064559"
5358,"10.23967/RI0048D.RI0048D"
5574,"10.1017/S0033822200059452"
5681,"10.1017/S0033822200019937"
5768,"10.1016/0033-5894(87)90087-1"
5790,"10.2307/1380775"
5790,"10.1126/science.204.4394.701"
5791,"10.2307/1380775"
5791,"10.1126/science.204.4394.701"
5792,"10.2307/1380775"
5792,"10.1126/science.204.4394.701"
5793,"10.2307/1380775"
5794,"10.2307/1380775"
5795,"10.2307/1380775"
5796,"10.2307/1380775"
5797,"10.2307/1380775"
5798,"10.2307/1380775"
5799,"10.2307/1380775"
5800,"10.2307/1380775"
5801,"10.2307/1380775"
5802,"10.2307/1380775"
5803,"10.2307/1380775"
5804,"10.2307/1380775"
5805,"10.2307/1380775"
5806,"10.2307/1380775"
5807,"10.2307/1380775"
5807,"10.1126/science.204.4394.701"
5808,"10.2307/1380775"
5808,"10.1126/science.204.4394.701"
5809,"10.2307/1380775"
5809,"10.1126/science.204.4394.701"
5810,"10.2307/1380775"
5810,"10.1126/science.204.4394.701"
5811,"10.2307/1380775"
5811,"10.1126/science.204.4394.701"
5812,"10.2307/1380775"
5812,"10.1126/science.204.4394.701"
5813,"10.2307/1380775"
5813,"10.1126/science.204.4394.701"
5814,"10.2307/1380775"
5814,"10.1126/science.204.4394.701"
5815,"10.2307/1380775"
5815,"10.1126/science.204.4394.701"
5816,"10.2307/1380775"
5816,"10.1126/science.204.4394.701"
5817,"10.2307/1380775"
5817,"10.1126/science.204.4394.701"
5818,"10.2307/1380775"
5818,"10.1126/science.204.4394.701"
5819,"10.2307/1380775"
5820,"10.2307/1380775"
5821,"10.2307/1380775"
5822,"10.2307/3672122"
5823,"10.2307/3672122"
5824,"10.2307/3672122"
5825,"10.2307/3672122"
5826,"10.2307/3672122"
5827,"10.2307/3672122"
5828,"10.2307/3672122"
5829,"10.2307/3672122"
5830,"10.2307/1380775"
5830,"10.2307/3672122"
5831,"10.2307/3672122"
5832,"10.2307/3672122"
5833,"10.2307/3672122"
5834,"10.2307/3672122"
5834,"10.1126/science.204.4394.701"
5835,"10.2307/1380775"
5835,"10.2307/3672122"
5835,"10.1126/science.204.4394.701"
5836,"10.2307/3672122"
5836,"10.1126/science.204.4394.701"
5868,"10.1016/0033-5894(80)90017-4"
5889,"10.1016/0033-5894(84)90028-0"
5890,"10.1016/0033-5894(84)90028-0"
5891,"10.1016/0033-5894(84)90028-0"
5900,"10.1017/S0033822200064511"
6027,"10.1016/0033-5894(80)90017-4"
6060,"10.1179/2055557115Y.0000000011"
6738,"10.1017/S0033822200019937"
6930,"10.1017/S0094837300008319"
6955,"10.1017/S0033822200000710"
6956,"10.1017/S0033822200000710"
6957,"10.1017/S0033822200000710"
6958,"10.1017/S0033822200000710"
6985,"10.1080/02724634.1983.10011946"
7536,"10.1111/bor.12235"
7561,"10.1111/bor.12235"
7686,"10.1016/j.quaint.2009.07.031"
7686,"10.1111/bor.12235"
7800,"10.1016/0033-5894(92)90084-V"
7829,"10.1016/0033-5894(87)90087-1"
7830,"10.1016/0033-5894(87)90087-1"
7834,"10.1016/0033-5894(92)90074-S"
7835,"10.1016/0033-5894(92)90074-S"
7836,"10.1016/0033-5894(92)90074-S"
7837,"10.1016/0033-5894(92)90074-S"
7838,"10.1016/0033-5894(92)90074-S"
7839,"10.1016/0033-5894(92)90074-S"
7840,"10.1016/0033-5894(92)90074-S"
7841,"10.1016/0033-5894(92)90074-S"
7842,"10.1016/0033-5894(92)90074-S"
7843,"10.1016/0033-5894(92)90074-S"
7844,"10.1016/0033-5894(92)90074-S"
7845,"10.1016/0033-5894(92)90074-S"
7846,"10.1016/0033-5894(92)90074-S"
7847,"10.1016/0033-5894(92)90074-S"
7848,"10.1016/0033-5894(92)90074-S"
7849,"10.1016/0033-5894(92)90074-S"
7850,"10.1016/0033-5894(92)90074-S"
7852,"10.1016/0033-5894(92)90074-S"
7854,"10.1016/0033-5894(92)90074-S"
7855,"10.1016/0033-5894(92)90074-S"
7856,"10.1016/0033-5894(92)90074-S"
7929,"10.2307/1939818"
7929,"10.2307/2259121"
7929,"10.1017/S0033822200005348"
7929,"10.1017/S0033822200003404"
7963,"10.1017/S0033822200043794"
7963,"10.1017/S0033822200005348"
7992,"10.1017/S0033822200060458"
8004,"10.1080/01916122.1983.9989252"
8017,"10.1130/0016-7606(1997)109<1306:TFALQP>2.3.CO;2"
8023,"10.1130/0016-7606(1997)109<1306:TFALQP>2.3.CO;2"
8071,"10.1111/j.1502-3885.1976.tb00260.x"
8210,"10.1017/S0033822200005348"
8235,"10.7202/033138ar"
8248,"10.1191/095968300667552216"
8261,"10.4116/jaqua.34.5_359"
8262,"10.1191/095968300667552216"
8263,"10.1191/095968300667552216"
8330,"10.1016/0033-5894(88)90087-7"
8333,"10.1017/S0033822200004926"
8368,"10.1080/01916122.1983.9989252"
8404,"10.7202/033138ar"
8405,"10.1017/S0033822200011413"
8406,"10.1017/S0033822200036377"
8406,"10.1017/S0033822200036882"
8418,"10.1130/0016-7606(1969)80[631:APDFML]2.0.CO;2"
8418,"10.1130/0016-7606(1966)77[1333:TLCAOS]2.0.CO;2"
8423,"10.1139/b68-190"
8423,"10.1017/S0033822200011413"
8445,"10.1007/BF00207576"
8466,"10.7202/033138ar"
8513,"10.1017/S0033822200037747"
8576,"10.1017/S0033822200011413"
8576,"10.1016/0033-5894(75)90027-7"
8618,"10.1191/095968300667552216"
8646,"10.1130/0016-7606(1997)109<1306:TFALQP>2.3.CO;2"
8650,"10.1002/(SICI)1099-1417(199701/02)12:1<15::AID-JQS283>3.0.CO;2-T"
8650,"10.1177/095968369700700103"
8757,"10.1111/j.1469-8137.1983.tb03434.x"
8757,"10.2458/azu_js_rc.22.599"
8757,"10.1017/S003382220002021X"
8782,"10.1017/S0033822200000333"
8815,"10.1016/0033-5894(75)90027-7"
8824,"10.1017/S0033822200005348"
8824,"10.1017/S003382220002021X"
8824,"10.1017/S0033822200006494"
8872,"10.1111/j.1469-8137.1978.tb01579.x"
8884,"10.1098/rstb.1975.0007"
8895,"http://adlfi.revues.org/13544"
8896,"10.1177/095968369700700409"
8897,"10.1002/qj.49709038603"
8926,"10.1111/j.1502-3885.1975.tb00687.x"
8938,"10.1098/rstb.1975.0007"
8939,"10.1098/rstb.1975.0007"
8943,"10.1098/rstb.1975.0007"
8950,"10.2307/2261010"
8980,"https://doi.org/10.1111/j.1502-3885.1982.tb00531.x"
8991,"https://doi.org/10.1016/0033-5894(87)90030-5"
8992,"https://doi.org/10.1111/j.1502-3885.1982.tb00531.x"
8993,"10.1098/rstb.1977.0001"
8996,"10.1111/j.1469-8137.1983.tb03512.x"
8998,"10.1111/j.1502-3885.2000.tb01205.x"
9014,"https://doi.org/10.1016/0033-5894(87)90030-5"
9026,"10.1007/BF00206087"
9032,"10.1177/095968369700700409"
9035,"10.1111/j.1502-3885.1997.tb00656x"
9050,"10.1098/rstb.1975.0007"
9060,"https://doi.org/10.1111/j.1502-3885.1982.tb00531.x"
9069,"10.1111/j.1469-8137.1990.tb00464.x"
9085,"10.1111/j.1469-8137.1972.tb01285.x"
9094,"10.1144/gsjgs.142.3.0491"
9099,"10.1080/11035898209453722"
9100,"https://doi.org/10.1111/j.1502-3885.1989.tb00394.x"
9115,"https://doi.org/10.1111/j.1502-3885.1991.tb00301.x"
9117,"10.1017/S0033822200060458"
9135,"10.1016/0034-6667(91)90058-B"
9147,"10.1080/11035898209453722"
9157,"10.2307/2259217"
9174,"10.2307/622092"
9183,"10.1098/rstb.1972.0012"
9184,"10.1007/BF00206087"
9203,"https://doi.org/10.1016/0033-5894(87)90030-5"
9225,"10.1111/j.1469-8137.1976.tb01533.x"
9228,"https://doi.org/10.1111/j.1502-3885.1982.tb00531.x"
9249,"10.1016/j.quascirev.2015.03.014"
9475,"10.1017/S0033822200036626"
9475,"10.2307/2694075"
9483,"10.1080/2052546.1995.11931759"
9820,"10.2307/1380775"
9820,"10.2307/3672122"
9928,"10.1179/2055557115Y.0000000011"
10171,"10.1080/02724634.1983.10011946"
10171,"10.1017/S0033822200059452"
10285,"10.1111/bor.12235"
10401,"10.1016/0033-5894(75)90013-7"
10967,"10.1073/pnas.1222239110"
11999,"10.1016/j.quaint.2009.07.031"
12003,"10.1139/E10-018"
12017,"10.1016/j.quaint.2014.02.003"
12018,"10.1016/j.quaint.2014.02.003"
12023,"10.1371/journal.pone.0084333"
12026,"10.1080/00438243.2012.647576"
13028,"10.1023/A:1025574100319"
13029,"10.1023/A:1025574100319"
13031,"10.1023/A:1025574100319"
13032,"10.1023/A:1025574100319"
13051,"10.1111/j.1469-8137.2008.02482.x"
13069,"10.1016/j.yqres.2010.08.007"
13097,"10.1191/0959683604hl761rp"
13097,"10.2307/2426755"
14110,"10.1007/s10933-006-9060-3"
14179,"10.1002/joc.5296"
14184,"10.1191/0959683603hl616rp"
14186,"10.1191/0959683603hl616rp"
14194,"10.1191/0959683603hl616rp"
14262,"10.1038/nature09077"
14264,"10.1073/pnas.1321770111"
14266,"10.1073/pnas.1321770111"
14270,"10.1191/0959683604hl745rp"
14291,"10.1111/j.1469-8137.1990.tb00486.x"
14293,"10.1111/jbi.12383"
14294,"10.1111/jbi.12383"
14295,"10.1111/jbi.12383"
14301,"10.1111/jbi.12383"
14302,"10.1111/jbi.12383"
14303,"10.1111/jbi.12383"
14305,"10.1111/jbi.12383"
14306,"10.1111/jbi.12383"
14307,"10.1111/jbi.12383"
14310,"10.1139/e77-138"
14312,"10.1111/jbi.12383"
14313,"10.1111/jbi.12383"
14314,"10.1111/jbi.12383"
14316,"10.1111/jbi.12383"
14317,"10.1111/jbi.12383"
14318,"10.1111/jbi.12383"
14320,"10.1111/jbi.12383"
14321,"10.1111/jbi.12383"
14322,"10.1111/jbi.12383"
14324,"10.1111/jbi.12383"
14325,"10.1111/jbi.12383"
14326,"10.1111/jbi.12383"
14328,"10.1111/jbi.12383"
14329,"10.1111/jbi.12383"
14330,"10.1111/jbi.12383"
14332,"10.1111/jbi.12383"
14333,"10.1111/jbi.12383"
14334,"10.1111/jbi.12383"
14336,"10.1111/jbi.12383"
14337,"10.1111/jbi.12383"
14338,"10.1111/jbi.12383"
14340,"10.1111/jbi.12383"
